,STORE_KEY,STORE_NUMBER,STORE_NAME,STORE_TYPE_NAME,OPEN_DATE,CLOSE_DATE,CITY_NAME,STATE_CODE,STATE_NAME,TIME_ZONE_NAME,DMA_ID,DMA_NAME,STORE_STATUS,REGION_ID,REGION_NAME,PRIOR_STORE_NUMBER,STORE_LIVE_DATE,STORE_FUNCTIONAL_STATUS,GLOBAL_REGION_STORE_TYPE_NAME,AREA_REGION,DISPATCH_GO_LIVE_DATE,DOOR_DASH_GO_LIVE_DATE,DOOR_DASH_MARKUP_GO_LIVE_DATE,STORE_CONCEPT_NAME,UBER_EATS_MARKUP_DATE
835,375,2068,TX2068,Franchise,2021-12-30,1999-12-31,HUDSON OAKS,TX,Texas,Central,623.0,DALLAS-FT. WORTH,Active,1.0,Southwest,0.0,2021-12-30,Operational,DomesticFranchise,DALLAS-FT. WORTH,2021-12-30,2021-12-30,2021-12-30,Original,2022-07-20
836,203,1894,NY1894,Franchise,2021-08-23,1999-12-31,NEW YORK,NY,New York,Eastern,501.0,NEW YORK,Active,3.0,North,0.0,2021-08-23,Operational,DomesticFranchise,NEW YORK,2021-08-23,2021-08-25,2021-08-23,Original,2021-09-27
837,140,1831,CT1831,Franchise,2022-07-27,1999-12-31,BRIDGEPORT,CT,Connecticut,Eastern,533.0,HARTFORD & NEW HAVEN,Active,3.0,North,0.0,2022-07-27,Operational,DomesticFranchise,HARTFORD & NEW HAVEN,2022-07-27,2022-07-27,2022-07-27,Original,2022-07-27
838,1782,1001,NY1001,Franchise,2015-06-10,1999-12-31,NEW YORK,NY,New York,Eastern,501.0,NEW YORK,Active,3.0,North,0.0,2015-06-10,Operational,DomesticFranchise,NEW YORK,2019-08-28,2019-08-08,2020-09-27,Original,2021-05-26
839,1926,1145,NY1145,Franchise,2016-12-31,1999-12-31,BRONX,NY,New York,Eastern,501.0,NEW YORK,Active,3.0,North,0.0,2016-12-31,Operational,DomesticFranchise,NEW YORK,2019-08-28,2019-08-28,2020-09-27,Original,2021-05-19
840,1966,1185,MA1185,Franchise,2016-07-27,1999-12-31,MEDFORD,MA,Massachusetts,Eastern,506.0,BOSTON (MANCHESTER),Active,3.0,North,0.0,2016-07-27,Operational,DomesticFranchise,BOSTON (MANCHESTER),2019-09-18,2019-09-18,2020-09-27,Original,2021-04-07
841,1975,1194,PA1194,Franchise,2016-10-16,1999-12-31,PHILADELPHIA,PA,Pennsylvania,Eastern,504.0,PHILADELPHIA,Active,3.0,North,0.0,2016-10-16,Operational,DomesticFranchise,PHILADELPHIA,2019-09-18,2019-09-18,2020-09-27,Original,2021-05-19
842,1994,1213,PA1213,Franchise,2017-01-26,1999-12-31,EASTON,PA,Pennsylvania,Eastern,504.0,PHILADELPHIA,Active,3.0,North,0.0,2017-01-26,Operational,DomesticFranchise,PHILADELPHIA,2019-09-18,2019-08-07,2020-09-27,Original,2021-09-13
843,2014,1233,MA1233,Franchise,2016-11-16,1999-12-31,EAST BOSTON,MA,Massachusetts,Eastern,506.0,BOSTON (MANCHESTER),Active,3.0,North,0.0,2016-11-16,Operational,DomesticFranchise,BOSTON (MANCHESTER),2019-09-18,2019-09-18,2020-09-27,Original,2021-05-26
844,405,2098,NY2098,Franchise,2022-06-14,1999-12-31,BROOKLYN,NY,New York,Eastern,501.0,NEW YORK,Active,3.0,North,0.0,2022-06-14,Operational,DomesticFranchise,NEW YORK,2022-06-14,2022-06-14,2022-06-14,Original,2022-06-14
845,1957,1176,NY1176,Franchise,2016-06-25,1999-12-31,BROOKLYN,NY,New York,Eastern,501.0,NEW YORK,Active,3.0,North,0.0,2016-06-25,Operational,DomesticFranchise,NEW YORK,2019-08-28,2019-08-29,2020-09-27,Original,2021-05-19
846,117,1808,NY1808,Franchise,2022-06-28,1999-12-31,LEVITTOWN,NY,New York,Eastern,501.0,NEW YORK,Active,3.0,North,0.0,2022-06-28,Operational,DomesticFranchise,NEW YORK,2022-06-28,2022-06-28,2022-06-28,Original,2022-06-28
847,1951,1170,PA1170,Franchise,2016-06-08,1999-12-31,PHILADELPHIA,PA,Pennsylvania,Eastern,504.0,PHILADELPHIA,Active,3.0,North,0.0,2016-06-08,Operational,DomesticFranchise,PHILADELPHIA,2019-09-18,2019-09-18,2020-09-27,Original,2021-04-07
848,2218,1439,PA1439,Franchise,2018-06-30,1999-12-31,WYNCOTE,PA,Pennsylvania,Eastern,504.0,PHILADELPHIA,Active,3.0,North,0.0,2018-06-30,Operational,DomesticFranchise,PHILADELPHIA,2019-09-18,2019-09-18,2020-09-27,Original,2021-05-19
849,575,2268,FL2268,Franchise,2022-12-19,1999-12-31,TAMPA,FL,Florida,Eastern,539.0,TAMPA-ST. PETE (SARASOTA),Active,2.0,Southeast,0.0,2022-12-19,Operational,DomesticFranchise,TAMPA-ST. PETE (SARASOTA),2022-12-19,2022-12-19,2022-12-19,Original,2022-12-19
850,2040,1259,TX1259,Franchise,2017-02-16,1999-12-31,NORTH RICHLAND HILLS,TX,Texas,Central,623.0,DALLAS-FT. WORTH,Active,1.0,Southwest,0.0,2017-02-16,Operational,DomesticFranchise,DALLAS-FT. WORTH,2019-04-17,2019-04-17,2020-09-27,Original,2022-07-20
851,1749,965,TX965,Corporate,2016-06-08,1999-12-31,DALLAS,TX,Texas,Central,623.0,DALLAS-FT. WORTH,Active,1.0,Southwest,0.0,2016-06-08,Operational,DomesticCorporate,DALLAS-FT. WORTH,2019-04-17,2019-04-17,2020-08-16,Original,2022-07-06
852,1925,1144,NM1144,Franchise,2016-03-23,1999-12-31,HOBBS,NM,New Mexico,Mountain,790.0,ALBUQUERQUE-SANTA FE,Active,1.0,Southwest,0.0,2016-03-23,Operational,DomesticFranchise,ALBUQUERQUE-SANTA FE,2019-12-11,2019-12-11,2020-09-27,Original,2016-03-23
853,248,1940,IA1940,Franchise,2021-03-30,1999-12-31,ANKENY,IA,Iowa,Central,679.0,DES MOINES-AMES,Active,3.0,North,0.0,2021-03-30,Operational,DomesticFranchise,DES MOINES-AMES,2021-04-07,2021-04-07,2021-03-30,Original,2022-07-20
854,1125,303,CA303,Franchise,2006-12-13,1999-12-31,CARSON,CA,California,Pacific,803.0,LOS ANGELES,Active,4.0,West,0.0,2006-12-13,Operational,DomesticFranchise,LOS ANGELES,2018-11-14,2018-11-14,2020-09-27,Original,2022-07-20
855,1947,1166,OH1166,Franchise,2016-05-18,1999-12-31,COLUMBUS,OH,Ohio,Eastern,535.0,"COLUMBUS, OH",Active,3.0,North,0.0,2016-05-18,Operational,DomesticFranchise,"COLUMBUS, OH",2019-06-26,2019-06-26,2020-09-27,Original,2022-07-20
856,1955,1174,IN1174,Franchise,2016-06-03,1999-12-31,HIGHLAND,IN,Indiana,Central,602.0,CHICAGO,Active,3.0,North,0.0,2016-06-03,Operational,DomesticFranchise,CHICAGO,2018-02-02,2018-01-30,2020-09-27,Original,2022-07-20
857,2025,1244,MO1244,Franchise,2017-02-13,1999-12-31,SPRINGFIELD,MO,Missouri,Central,619.0,"SPRINGFIELD, MO",Active,3.0,North,0.0,2017-02-13,Operational,DomesticFranchise,"SPRINGFIELD, MO",2019-08-28,2019-08-28,2020-09-27,Original,2022-07-20
858,1309,487,WI487,Franchise,2009-03-11,1999-12-31,KENOSHA,WI,Wisconsin,Central,617.0,MILWAUKEE,Active,3.0,North,0.0,2009-03-11,Operational,DomesticFranchise,MILWAUKEE,2019-08-28,2019-08-28,2020-09-27,Original,2022-07-20
859,244,1936,AL1936,Franchise,2021-07-14,1999-12-31,BIRMINGHAM,AL,Alabama,Central,630.0,BIRMINGHAM (ANN AND TUSC),Active,2.0,Southeast,0.0,2021-07-14,Operational,DomesticFranchise,BIRMINGHAM (ANN AND TUSC),2021-07-14,2021-07-14,2021-07-14,Original,2022-07-20
860,2238,1459,NH1459,Franchise,2018-06-26,1999-12-31,NASHUA,NH,New Hampshire,Eastern,506.0,BOSTON (MANCHESTER),Active,3.0,North,0.0,2018-06-26,Operational,DomesticFranchise,BOSTON (MANCHESTER),2019-09-18,2019-04-02,2020-09-27,Original,2022-07-20
861,550,2243,TX2243,Franchise,2022-11-10,1999-12-31,AZLE,TX,Texas,Central,623.0,DALLAS-FT. WORTH,Active,1.0,Southwest,0.0,2022-11-10,Operational,DomesticFranchise,DALLAS-FT. WORTH,2022-11-10,2022-11-10,2022-11-10,Original,2022-11-10
862,456,2149,TX2149,Franchise,2022-06-24,1999-12-31,IRVING,TX,Texas,Central,623.0,DALLAS-FT. WORTH,Active,1.0,Southwest,0.0,2022-06-24,Operational,DomesticFranchise,DALLAS-FT. WORTH,2022-06-24,2022-06-24,2022-06-24,Original,2022-06-24
863,480,2173,IN2173,Franchise,2022-06-08,1999-12-31,INDIANAPOLIS,IN,Indiana,Eastern,527.0,INDIANAPOLIS,Active,3.0,North,0.0,2022-06-08,Operational,DomesticFranchise,INDIANAPOLIS,2022-06-08,2022-06-08,2022-06-08,Original,2022-06-08
864,496,2189,NM2189,Franchise,2022-11-09,1999-12-31,CARLSBAD,NM,New Mexico,Central,790.0,ALBUQUERQUE-SANTA FE,Active,1.0,Southwest,0.0,2022-11-09,Operational,DomesticFranchise,ALBUQUERQUE-SANTA FE,2022-11-09,2022-11-09,2022-11-09,Original,2022-11-09
865,572,2265,IL2265,Franchise,2022-11-07,1999-12-31,ORLAND PARK,IL,Illinois,Central,602.0,CHICAGO,Active,3.0,North,0.0,2022-11-07,Operational,DomesticFranchise,CHICAGO,2022-11-07,2022-11-07,2022-11-07,Original,2022-11-07
866,392,2085,MO2085,Franchise,2022-06-13,1999-12-31,RAYMORE,MO,Missouri,Central,616.0,KANSAS CITY,Active,1.0,Southwest,0.0,2022-06-13,Operational,DomesticFranchise,KANSAS CITY,2022-06-13,2022-06-13,2022-06-13,Original,2022-06-13
867,365,2058,TX2058,Franchise,2022-08-11,1999-12-31,MANVEL,TX,Texas,Central,618.0,HOUSTON,Active,1.0,Southwest,0.0,2022-08-11,Operational,DomesticFranchise,HOUSTON,2022-08-18,2022-08-11,2022-08-11,Original,2022-08-11
868,371,2064,TX2064,Franchise,2022-11-30,1999-12-31,EL PASO,TX,Texas,Central,765.0,EL PASO (LAS CRUCES),Active,1.0,Southwest,0.0,2022-11-30,Operational,DomesticFranchise,EL PASO (LAS CRUCES),2022-11-30,2022-11-30,2022-11-30,Original,2022-11-30
869,548,2241,WI2241,Franchise,2022-12-14,1999-12-31,FITCHBURG,WI,Wisconsin,Eastern,669.0,MADISON,Active,3.0,North,0.0,2022-12-14,Operational,DomesticFranchise,MADISON,2022-12-14,2022-12-14,2022-12-14,Original,2022-12-14
870,528,2221,MO2221,Franchise,2022-12-29,1999-12-31,GRANDVIEW,MO,Missouri,Central,616.0,KANSAS CITY,Active,1.0,Southwest,0.0,2022-12-29,Operational,DomesticFranchise,KANSAS CITY,2022-12-29,,2022-12-29,Original,2022-12-29
871,367,2060,NJ2060,Franchise,2022-11-11,1999-12-31,BELLEVILLE,NJ,New Jersey,Eastern,501.0,NEW YORK,Active,3.0,North,0.0,2022-11-11,Operational,DomesticFranchise,NEW YORK,2022-11-11,2022-11-11,2022-11-11,Original,2022-11-11
872,464,2157,NY2157,Franchise,2022-10-17,1999-12-31,QUEENS,NY,New York,Eastern,501.0,NEW YORK,Active,3.0,North,0.0,2022-10-17,Operational,DomesticFranchise,NEW YORK,2022-10-17,2022-10-17,2022-10-17,Original,2022-10-18
873,542,2235,PA2235,Franchise,2022-10-17,1999-12-31,EMMAUS,PA,Pennsylvania,Eastern,504.0,PHILADELPHIA,Active,3.0,North,0.0,2022-10-17,Operational,DomesticFranchise,PHILADELPHIA,2022-10-17,2022-10-17,2022-10-17,Original,2022-10-17
874,14025,2482,CT2482,Franchise,2023-11-01,1999-12-31,WATERBURY,CT,Connecticut,Eastern,533.0,HARTFORD & NEW HAVEN,Active,3.0,North,0.0,2023-11-01,Operational,DomesticFranchise,HARTFORD & NEW HAVEN,2023-11-01,2023-11-01,2023-11-01,Original,2023-11-01
875,454,2147,NJ2147,Franchise,2022-11-18,1999-12-31,CLEMENTON,NJ,New Jersey,Eastern,504.0,PHILADELPHIA,Active,3.0,North,0.0,2022-11-18,Operational,DomesticFranchise,PHILADELPHIA,2022-11-18,2022-11-18,2022-11-18,Original,2022-11-18
876,77904,2487,NY2487,Franchise,2023-12-22,1999-12-31,BROOKLYN,NY,New York,Eastern,501.0,NEW YORK,Active,3.0,North,0.0,2023-12-22,Operational,DomesticFranchise,NEW YORK,2023-12-22,,2023-12-22,Original,2023-12-22
877,487,2180,TX2180,Franchise,2022-08-25,1999-12-31,PECOS,TX,Texas,Central,633.0,ODESSA-MIDLAND,Active,1.0,Southwest,0.0,2022-08-25,Operational,DomesticFranchise,ODESSA-MIDLAND,2022-10-10,2022-08-25,2022-08-25,Original,2022-08-25
878,482,2175,AZ2175,Franchise,2022-11-01,1999-12-31,PEORIA,AZ,Arizona,Mountain,753.0,PHOENIX (PRESCOTT),Active,1.0,Southwest,0.0,2022-11-01,Operational,DomesticFranchise,PHOENIX (PRESCOTT),2022-11-01,2022-11-01,2022-11-01,Original,2022-11-01
879,552,2245,OR2245,Franchise,2022-12-14,1999-12-31,SALEM,OR,Oregon,Pacific,820.0,"PORTLAND, OR",Active,4.0,West,0.0,2022-12-14,Operational,DomesticFranchise,"PORTLAND, OR",2022-12-14,2022-12-14,2022-12-14,Original,2022-12-14
880,296,1988,AZ1988,Franchise,2022-12-31,1999-12-31,TEMPE,AZ,Arizona,Mountain,753.0,PHOENIX (PRESCOTT),Active,1.0,Southwest,0.0,2022-12-31,Operational,DomesticFranchise,PHOENIX (PRESCOTT),2022-12-31,2022-12-31,2022-12-31,Original,2022-12-31
881,519,2212,OK2212,Franchise,2023-02-27,1999-12-31,YUKON,OK,Oklahoma,Central,650.0,OKLAHOMA CITY,Active,1.0,Southwest,0.0,2023-02-27,Operational,DomesticFranchise,OKLAHOMA CITY,2023-02-27,,2023-02-27,Original,2023-02-27
882,567,2260,PA2260,Franchise,2023-02-27,1999-12-31,BETHLEHEM,PA,Pennsylvania,Eastern,504.0,PHILADELPHIA,Active,3.0,North,0.0,2023-02-27,Operational,DomesticFranchise,PHILADELPHIA,2023-02-27,,2023-02-27,Original,2023-02-27
883,558,2251,PA2251,Franchise,2022-12-19,1999-12-31,YORK,PA,Pennsylvania,Eastern,566.0,HARRISBURG-LNCSTR-LEB-YORK,Active,3.0,North,0.0,2022-12-19,Operational,DomesticFranchise,HARRISBURG-LNCSTR-LEB-YORK,2022-12-19,2022-12-19,2022-12-19,Original,2022-12-19
884,543,2236,PA2236,Franchise,2022-12-29,1999-12-31,PHILADELPHIA,PA,Pennsylvania,Eastern,504.0,PHILADELPHIA,Active,3.0,North,0.0,2022-12-29,Operational,DomesticFranchise,PHILADELPHIA,2022-12-29,2022-12-29,2022-12-29,Original,2022-12-29
885,502,2195,IL2195,Franchise,2022-06-20,1999-12-31,CHICAGO,IL,Illinois,Central,602.0,CHICAGO,Active,3.0,North,0.0,2022-06-20,Operational,DomesticFranchise,CHICAGO,2022-06-21,2022-06-21,2022-06-20,Original,2022-06-20
886,313,2006,NY2006,Franchise,2022-01-17,1999-12-31,MIDDLE VILLAGE,NY,New York,Eastern,501.0,NEW YORK,Active,3.0,North,0.0,2022-01-17,Operational,DomesticFranchise,NEW YORK,2022-01-17,2022-01-17,2022-01-17,Original,2022-07-20
887,1735,947,TX947,Corporate,2020-12-28,1999-12-31,DALLAS,TX,Texas,Central,623.0,DALLAS-FT. WORTH,Active,1.0,Southwest,0.0,2020-12-28,Operational,DomesticCorporate,DALLAS-FT. WORTH,2020-12-28,2020-12-28,2020-12-28,Original,2021-02-23
888,289,1981,OH1981,Franchise,2021-12-06,1999-12-31,DAYTON,OH,Ohio,Eastern,542.0,DAYTON,Active,3.0,North,0.0,2021-12-06,Operational,DomesticFranchise,DAYTON,2021-12-09,2021-12-06,2021-12-06,Original,2021-12-06
889,559,2252,OK2252,Franchise,2023-01-23,1999-12-31,EDMOND,OK,Oklahoma,Central,650.0,OKLAHOMA CITY,Active,1.0,Southwest,0.0,2023-01-23,Operational,DomesticFranchise,OKLAHOMA CITY,2023-01-23,,2023-01-23,Original,2023-01-23
890,251,1943,TX1943,Franchise,2021-12-30,1999-12-31,HOUSTON,TX,Texas,Central,618.0,HOUSTON,Active,1.0,Southwest,0.0,2021-12-30,Operational,DomesticFranchise,HOUSTON,2021-12-30,2021-12-30,2021-12-30,Original,2022-07-20
891,464545,2574,CA2574,Franchise,2023-12-27,1999-12-31,CORONA,CA,California,Pacific,803.0,LOS ANGELES,Active,4.0,West,0.0,2023-12-27,Operational,DomesticFranchise,LOS ANGELES,2024-01-11,,2023-12-27,Original,2023-12-27
892,243,1935,NJ1935,Franchise,2022-02-15,1999-12-31,FREEHOLD,NJ,New Jersey,Eastern,501.0,NEW YORK,Active,3.0,North,0.0,2022-02-15,Operational,DomesticFranchise,NEW YORK,2022-02-15,2022-02-15,2022-02-15,Original,2022-02-15
893,260,1952,NJ1952,Franchise,2022-07-29,1999-12-31,EATONTOWN,NJ,New Jersey,Eastern,501.0,NEW YORK,Active,3.0,North,0.0,2022-07-29,Operational,DomesticFranchise,NEW YORK,2022-07-29,2022-07-29,2022-07-29,Original,2022-08-12
894,321,2014,NJ2014,Franchise,2021-09-24,1999-12-31,CLIFFWOOD,NJ,New Jersey,Eastern,501.0,NEW YORK,Active,3.0,North,0.0,2021-09-24,Operational,DomesticFranchise,NEW YORK,2021-09-24,2021-09-24,2021-09-24,Original,2022-07-20
895,337,2030,NJ2030,Franchise,2021-12-23,1999-12-31,TOMS RIVER,NJ,New Jersey,Eastern,501.0,NEW YORK,Active,3.0,North,0.0,2021-12-23,Operational,DomesticFranchise,NEW YORK,2022-01-09,2022-01-07,2021-12-23,Original,2021-12-23
896,409,2102,NY2102,Franchise,2022-06-23,1999-12-31,BRONX,NY,New York,Eastern,501.0,NEW YORK,Active,3.0,North,0.0,2022-06-23,Operational,DomesticFranchise,NEW YORK,2022-06-24,2022-06-23,2022-06-23,Original,2022-06-23
897,1953,1172,OH1172,Franchise,2016-08-01,2017-01-15,AKRON,OH,Ohio,Eastern,510.0,CLEVELAND-AKRON (CANTON),Inactive,3.0,North,0.0,2016-08-01,Closed,DomesticFranchise,CLEVELAND-AKRON (CANTON),,,2016-08-01,Original,2016-08-01
898,1207,385,CA385,Franchise,2007-10-10,2019-10-10,SACRAMENTO,CA,California,Pacific,862.0,SACRAMNTO-STKTON-MODESTO,Inactive,4.0,West,0.0,2007-10-10,Closed,DomesticFranchise,SACRAMNTO-STKTON-MODESTO,,,2007-10-10,Original,2007-10-10
899,1252,430,CA430,Franchise,2008-09-10,2018-10-15,CARLSBAD,CA,California,Pacific,825.0,SAN DIEGO,Inactive,4.0,West,0.0,2008-09-10,Closed,DomesticFranchise,SAN DIEGO,,,2008-09-10,Original,2008-09-10
900,2094,1313,NJ1313,Franchise,2017-09-28,2019-06-29,NEW BRUNSWICK,NJ,New Jersey,Eastern,501.0,NEW YORK,Inactive,3.0,North,0.0,2017-09-28,Closed,DomesticFranchise,NEW YORK,,,2017-09-28,Original,2017-09-28
901,1295,473,CA473,Franchise,2009-08-13,2018-03-24,LONG BEACH,CA,California,Pacific,803.0,LOS ANGELES,Inactive,4.0,West,0.0,2009-08-13,Closed,DomesticFranchise,LOS ANGELES,,,2009-08-13,Original,2009-08-13
902,1325,503,CA503,Franchise,2010-01-03,2015-12-19,CUPERTINO,CA,California,Pacific,807.0,SAN FRANCISCO-OAK-SAN JOSE,Inactive,4.0,West,0.0,2010-01-03,Closed,DomesticFranchise,SAN FRANCISCO-OAK-SAN JOSE,,,2010-01-03,Original,2010-01-03
903,1397,575,TX575,Franchise,2011-07-22,2018-04-30,IRVING,TX,Texas,Central,623.0,DALLAS-FT. WORTH,Inactive,1.0,Southwest,0.0,2011-07-22,Transfer,DomesticFranchise,DALLAS-FT. WORTH,,,2011-07-22,Original,2011-07-22
904,1405,583,MD583,Franchise,2011-12-30,2013-07-18,BALTIMORE,MD,Maryland,Eastern,512.0,BALTIMORE,Inactive,3.0,North,0.0,2011-12-30,Closed,DomesticFranchise,Baltimore,,,2011-12-30,Original,2011-12-30
905,1413,591,CA591,Franchise,2012-05-23,2021-12-26,SAN DIEGO,CA,California,Pacific,825.0,SAN DIEGO,Inactive,4.0,West,0.0,2012-05-23,Closed,DomesticFranchise,SAN DIEGO,,,2012-05-23,Original,2012-05-23
906,1422,600,CA600,Franchise,2012-06-25,2022-01-02,MARTINEZ,CA,California,Pacific,807.0,SAN FRANCISCO-OAK-SAN JOSE,Inactive,4.0,West,0.0,2012-06-25,Closed,DomesticFranchise,SAN FRANCISCO-OAK-SAN JOSE,,,2012-06-25,Original,2012-06-25
907,1428,606,CA606,Franchise,2013-06-20,2014-08-30,SAN FRANCISCO,CA,California,Pacific,807.0,SAN FRANCISCO-OAK-SAN JOSE,Inactive,4.0,West,0.0,2013-06-20,Closed,DomesticFranchise,SAN FRANCISCO-OAK-SAN JOSE,,,2013-06-20,Ghost Kitchen,2013-06-20
908,1104,281,CA281,Franchise,2007-05-23,2011-08-05,CHINO HILLS,CA,California,Pacific,803.0,LOS ANGELES,Inactive,4.0,West,0.0,2007-05-23,Closed,DomesticFranchise,LOS ANGELES,,,2007-05-23,Original,2007-05-23
909,1106,283,IN283,Franchise,2006-01-25,2007-03-06,HIGHLAND,IN,Indiana,Central,602.0,CHICAGO,Inactive,3.0,North,0.0,2006-01-25,Closed,DomesticFranchise,CHICAGO,,,2006-01-25,Original,2006-01-25
910,1107,284,NV284,Franchise,2006-06-19,2007-09-26,NORTH LAS VEGAS,NV,Nevada,Pacific,839.0,LAS VEGAS,Inactive,4.0,West,0.0,2006-06-19,Transfer,DomesticFranchise,LAS VEGAS,,,2006-06-19,Original,2006-06-19
911,1109,286,TX286,Franchise,2006-02-06,2008-03-28,FRISCO,TX,Texas,Central,623.0,DALLAS-FT. WORTH,Inactive,1.0,Southwest,0.0,2006-02-06,Transfer,DomesticFranchise,DALLAS-FT. WORTH,,,2006-02-06,Original,2006-02-06
912,1112,289,AZ289,Franchise,2006-02-15,2009-05-12,GLENDALE,AZ,Arizona,Mountain (DST not observed),753.0,PHOENIX (PRESCOTT),Inactive,1.0,Southwest,0.0,2006-02-15,Closed,DomesticFranchise,PHOENIX (PRESCOTT),,,2006-02-15,Original,2006-02-15
913,1119,297,TX297,Franchise,2006-08-08,2011-12-24,SOUTHLAKE,TX,Texas,Central,623.0,DALLAS-FT. WORTH,Inactive,1.0,Southwest,0.0,2006-08-08,Closed,DomesticFranchise,DALLAS-FT. WORTH,,,2006-08-08,Original,2006-08-08
914,1121,299,NV299,Franchise,2006-07-18,2007-09-26,LAS VEGAS,NV,Nevada,Pacific,839.0,LAS VEGAS,Inactive,4.0,West,0.0,2006-07-18,Transfer,DomesticFranchise,LAS VEGAS,,,2006-07-18,Original,2006-07-18
915,1136,314,CA314,Franchise,2007-01-06,2008-04-16,RIVERSIDE,CA,California,Pacific,803.0,LOS ANGELES,Inactive,4.0,West,0.0,2007-01-06,Closed,DomesticFranchise,LOS ANGELES,,,2007-01-06,Original,2007-01-06
916,1143,321,CA321,Franchise,2007-05-23,2011-08-19,MORENO VALLEY,CA,California,Pacific,803.0,LOS ANGELES,Inactive,4.0,West,0.0,2007-05-23,Closed,DomesticFranchise,LOS ANGELES,,,2007-05-23,Original,2007-05-23
917,1152,330,CA330,Franchise,2007-07-04,2012-05-06,LOS ANGELES,CA,California,Pacific,803.0,LOS ANGELES,Inactive,4.0,West,0.0,2007-07-04,Closed,DomesticFranchise,LOS ANGELES,,,2007-07-04,Original,2007-07-04
918,1153,331,CA331,Franchise,2008-01-26,2012-11-07,LOS ANGELES,CA,California,Pacific,803.0,LOS ANGELES,Inactive,4.0,West,0.0,2008-01-26,Closed,DomesticFranchise,LOS ANGELES,,,2008-01-26,Original,2008-01-26
919,1157,335,CA335,Franchise,2007-05-17,2008-03-31,WHITTIER,CA,California,Pacific,803.0,LOS ANGELES,Inactive,4.0,West,0.0,2007-05-17,Closed,DomesticFranchise,LOS ANGELES,,,2007-05-17,Original,2007-05-17
920,1158,336,CA336,Franchise,2007-05-29,2010-01-22,RICHMOND,CA,California,Pacific,807.0,SAN FRANCISCO-OAK-SAN JOSE,Inactive,4.0,West,0.0,2007-05-29,Closed,DomesticFranchise,SAN FRANCISCO-OAK-SAN JOSE,,,2007-05-29,Original,2007-05-29
921,1159,337,CA337,Franchise,2007-05-23,2010-04-04,LIVERMORE,CA,California,Pacific,807.0,SAN FRANCISCO-OAK-SAN JOSE,Inactive,4.0,West,0.0,2007-05-23,Closed,DomesticFranchise,SAN FRANCISCO-OAK-SAN JOSE,,,2007-05-23,Original,2007-05-23
922,1170,348,CA348,Franchise,2008-01-09,2011-08-01,APPLE VALLEY,CA,California,Pacific,803.0,LOS ANGELES,Inactive,4.0,West,0.0,2008-01-09,Closed,DomesticFranchise,LOS ANGELES,,,2008-01-09,Original,2008-01-09
923,1172,350,PA350,Franchise,2007-09-05,2010-03-07,GREENSBURG,PA,Pennsylvania,Eastern,508.0,PITTSBURGH,Inactive,3.0,North,0.0,2007-09-05,Closed,DomesticFranchise,PITTSBURGH,,,2007-09-05,Original,2007-09-05
924,1180,358,CA358,Franchise,2007-10-05,2008-07-06,FONTANA,CA,California,Pacific,803.0,LOS ANGELES,Inactive,4.0,West,0.0,2007-10-05,Closed,DomesticFranchise,LOS ANGELES,,,2007-10-05,Original,2007-10-05
925,1181,359,CA359,Franchise,2007-10-24,2013-03-21,ANTELOPE,CA,California,Pacific,862.0,SACRAMNTO-STKTON-MODESTO,Inactive,4.0,West,0.0,2007-10-24,Closed,DomesticFranchise,SACRAMNTO-STKTON-MODESTO,,,2007-10-24,Original,2007-10-24
926,1186,364,NV364,Franchise,2007-04-17,2008-11-17,HENDERSON,NV,Nevada,Pacific,839.0,LAS VEGAS,Inactive,4.0,West,0.0,2007-04-17,Closed,DomesticFranchise,LAS VEGAS,,,2007-04-17,Original,2007-04-17
927,1187,365,IL365,Franchise,2007-11-10,2012-07-22,GLEN ELLYN,IL,Illinois,Central,602.0,CHICAGO,Inactive,3.0,North,0.0,2007-11-10,Closed,DomesticFranchise,CHICAGO,,,2007-11-10,Original,2007-11-10
928,1189,367,CA367,Franchise,2008-01-23,2015-04-06,SAN RAMON,CA,California,Pacific,807.0,SAN FRANCISCO-OAK-SAN JOSE,Inactive,4.0,West,0.0,2008-01-23,Closed,DomesticFranchise,SAN FRANCISCO-OAK-SAN JOSE,,,2008-01-23,Original,2008-01-23
929,1199,377,IL377,Franchise,2007-12-27,2011-05-13,ST CHARLES,IL,Illinois,Central,602.0,CHICAGO,Inactive,3.0,North,0.0,2007-12-27,Closed,DomesticFranchise,CHICAGO,,,2007-12-27,Original,2007-12-27
930,1203,381,FL381,Franchise,2008-04-01,2009-07-29,MIAMI,FL,Florida,Eastern,528.0,MIAMI-FT. LAUDERDALE,Inactive,2.0,Southeast,0.0,2008-04-01,Closed,DomesticFranchise,MIAMI-FT. LAUDERDALE,,,2008-04-01,Original,2008-04-01
931,1206,384,IL384,Franchise,2008-02-13,2009-08-28,MUNDELEIN,IL,Illinois,Central,602.0,CHICAGO,Inactive,3.0,North,0.0,2008-02-13,Closed,DomesticFranchise,CHICAGO,,,2008-02-13,Original,2008-02-13
932,1210,388,OK388,Franchise,2008-10-01,2014-04-27,LAWTON,OK,Oklahoma,Central,627.0,WICHITA FALLS & LAWTON,Inactive,2.0,Southeast,0.0,2008-10-01,Closed,DomesticFranchise,WICHITA FALLS & LAWTON,,,2008-10-01,Original,2008-10-01
